location,average_cost,minimum_order,rating,votes,delivery_time,is_rating,is_votes,average_cost_cat,minimum_order_less_50,rating_cat,fast,medium,slow,is_bakery_nf_,city_nf_,rating_votes
"FTI College, Law College Road, Pune",200.0,50.0,3.5,11.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,3.6506582412937387
"FTI College, Law College Road, Pune",200.0,50.0,3.4,100.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Pune,5.8289456176102075
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.8,603.0,30 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Bengaluru,7.7369182634595255
"Dockyard Road, Mumbai CST Area",350.0,50.0,4.0,75.0,30 minutes,1,1,1,0,greater_equal_4,1,1,3,0,Mumbai,5.703782474656201
Majestic,200.0,50.0,3.9,386.0,30 minutes,1,1,0,0,3_to_3.9,2,3,0,0,Bengaluru,7.316813922600431
"Tiretti, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Kolkata,0.0
"Sector 3, Marathalli",50.0,50.0,3.4,7.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Bengaluru,3.169685580677429
"FTI College, Law College Road, Pune",250.0,50.0,2.5,58.0,45 minutes,1,1,1,0,less_3,4,0,0,0,Pune,4.976733742420574
Delhi University-GTB Nagar,300.0,99.0,4.1,598.0,45 minutes,1,1,1,1,greater_equal_4,0,2,1,0,Delhi,7.804577727660893
"MG Road, Pune",250.0,50.0,3.6,95.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Pune,5.834810737062605
"Chandni Chowk, Kolkata",250.0,50.0,4.1,176.0,30 minutes,1,1,1,0,greater_equal_4,3,0,0,1,Kolkata,6.581470968748413
"Nathan Road, Mangaldas Road, Pune",100.0,50.0,3.8,73.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,5.625460507880731
"Delhi High Court, India Gate",200.0,50.0,3.6,38.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Delhi,4.918520005188451
Delhi University-GTB Nagar,200.0,50.0,3.2,109.0,65 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,5.8544986920348245
"Sector 1, Noida",200.0,50.0,3.5,23.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Noida,4.388257184424518
"Sector 1, Noida",100.0,50.0,3.5,133.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Noida,6.143112096717122
Majestic,100.0,99.0,3.9,177.0,65 minutes,1,1,0,1,3_to_3.9,0,2,0,0,Bengaluru,6.53712628570943
"D-Block, Sector 63, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
"Delhi Administration Flats, Timarpur",200.0,50.0,3.8,101.0,45 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,5.950121583573599
Mumbai Central,100.0,50.0,3.4,18.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,4.11414718951828
"FTI College, Law College Road, Pune",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Pune,0.0
"D-Block, Sector 63, Noida",300.0,50.0,3.5,45.0,45 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Noida,5.059425458265688
"Sector 63A,Gurgaon",200.0,50.0,4.0,166.0,45 minutes,1,1,0,0,greater_equal_4,3,0,0,0,Gurgaon,6.498282149476434
"Chatta Bazaar, Malakpet, Hyderabad",300.0,50.0,3.6,51.0,30 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Hyderabad,5.21275947818639
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.8,22.0,30 minutes,1,1,0,0,3_to_3.9,0,2,2,0,Bengaluru,4.426043520090656
"Dockyard Road, Mumbai CST Area",250.0,50.0,4.2,84.0,30 minutes,1,1,1,0,greater_equal_4,1,1,0,0,Mumbai,5.865901324132636
Mumbai Central,150.0,50.0,3.3,14.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Mumbai,3.832979798087693
"D-Block, Sector 63, Noida",300.0,50.0,3.7,53.0,45 minutes,1,1,1,0,3_to_3.9,1,0,0,0,Noida,5.2786247332023
"D-Block, Sector 63, Noida",150.0,50.0,3.3,26.0,30 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Noida,4.4520190064939165
"Sector 14, Noida",150.0,50.0,3.8,252.0,30 minutes,1,1,0,0,3_to_3.9,2,2,0,0,Noida,6.864430154243763
Majestic,100.0,50.0,3.4,11.0,30 minutes,1,1,0,0,3_to_3.9,3,1,0,0,Bengaluru,3.6216707044204863
"Nathan Road, Mangaldas Road, Pune",250.0,50.0,3.7,41.0,45 minutes,1,1,1,0,3_to_3.9,2,1,2,0,Pune,5.021904886354487
"Rmz Centennial, I Gate, Whitefield",100.0,50.0,3.7,91.0,45 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Bengaluru,5.819192326167029
"Sector 14, Noida",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
"Sector 63A,Gurgaon",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,0,1,0,Gurgaon,0.0
"Sector 1, Noida",200.0,50.0,2.8,6.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Noida,2.821378886409213
Pune University,50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Pune,0.0
Majestic,100.0,50.0,3.9,84.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,5.791793351978915
"D-Block, Sector 63, Noida",200.0,50.0,3.7,1.0,30 minutes,1,0,0,0,3_to_3.9,3,0,0,0,Noida,1.308332819650179
"MG Road, Pune",100.0,50.0,3.5,24.0,30 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Pune,4.430816798843313
"FTI College, Law College Road, Pune",200.0,50.0,4.1,865.0,30 minutes,1,1,0,0,greater_equal_4,1,1,0,0,Pune,8.173716480642142
"Sector 1, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Noida,0.0
Delhi Cantt.,200.0,50.0,2.8,5.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Delhi,2.6390573296152584
"Chatta Bazaar, Malakpet, Hyderabad",150.0,50.0,3.4,190.0,30 minutes,1,1,0,0,3_to_3.9,0,1,2,0,Hyderabad,6.470799503782602
"Delhi High Court, India Gate",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,1,0,Delhi,0.0
"Delhi High Court, India Gate",250.0,50.0,3.7,101.0,45 minutes,1,1,1,0,3_to_3.9,0,1,1,0,Delhi,5.923453336491439
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250.0,50.0,3.8,78.0,30 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Gurgaon,5.6917098934219315
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.6,41.0,30 minutes,1,1,0,0,3_to_3.9,0,0,1,0,Gurgaon,4.994505912166372
"Sector 14, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Noida,0.0
Delhi University-GTB Nagar,150.0,50.0,2.9,52.0,45 minutes,1,1,0,0,less_3,0,1,1,0,Delhi,5.015954455573856
"Panjetan Colony, Malakpet, Hyderabad",50.0,50.0,3.9,97.0,65 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,5.935687531638983
"FTI College, Law College Road, Pune",200.0,50.0,3.6,109.0,45 minutes,1,1,0,0,3_to_3.9,2,3,0,0,Pune,5.972281727691208
"Dockyard Road, Mumbai CST Area",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,1,0,Mumbai,0.0
"Sector 1, Noida",200.0,50.0,3.4,18.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Noida,4.11414718951828
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.6,85.0,30 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Gurgaon,5.723585101952381
Delhi University-GTB Nagar,100.0,50.0,3.5,28.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,4.584967478670572
"D-Block, Sector 63, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"Sector 14, Noida",500.0,50.0,3.7,152.0,45 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Noida,6.332213340496455
"Yerawada, Pune, Maharashtra",200.0,0.0,3.3,1.0,30 minutes,1,0,0,0,3_to_3.9,2,1,0,0,Pune,1.1939224684724346
"Gora Bazar, Rajbari, North Dumdum, Kolkata",200.0,50.0,4.5,429.0,65 minutes,1,1,0,0,greater_equal_4,0,1,1,0,Kolkata,7.565534315704291
"Sector 1, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
"FTI College, Law College Road, Pune",100.0,50.0,3.3,9.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,3.391147045808654
Delhi Cantt.,50.0,50.0,3.8,30.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,4.736198448394496
"Babarpur, New Delhi, Delhi",150.0,50.0,3.3,8.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,3.2733640101522705
Delhi University-GTB Nagar,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
"FTI College, Law College Road, Pune",150.0,50.0,3.3,12.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,3.6788291182604347
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.4,75.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Mumbai,5.541263545158426
Delhi University-GTB Nagar,100.0,50.0,3.7,97.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,5.883043798153562
"Sector 63A,Gurgaon",300.0,50.0,3.4,148.0,65 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Gurgaon,6.22098770538623
"MG Road, Pune",400.0,50.0,3.8,98.0,45 minutes,1,1,1,0,3_to_3.9,1,2,1,0,Pune,5.919968545402912
"Delhi High Court, India Gate",200.0,50.0,3.8,343.0,30 minutes,1,1,0,0,3_to_3.9,2,3,0,0,Delhi,7.17273151389828
"Sector 1, Noida",200.0,50.0,3.3,19.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,4.138361447638875
"Raja Bazar, Kolkata",300.0,99.0,3.9,232.0,65 minutes,1,1,1,1,3_to_3.9,1,1,1,0,Kolkata,6.80771392480191
"Delhi High Court, India Gate",200.0,50.0,2.8,29.0,45 minutes,1,1,0,0,less_3,1,3,0,0,Delhi,4.396915247167632
"Tiretti, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,0,Kolkata,0.0
"Delhi High Court, India Gate",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Delhi,0.0
"FTI College, Law College Road, Pune",200.0,50.0,3.9,31.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,4.794963757620747
"Sector 1, Noida",200.0,50.0,2.8,267.0,45 minutes,1,1,0,0,less_3,1,1,0,0,Noida,6.616868075581408
"Tiretti, Kolkata",100.0,50.0,3.4,20.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Kolkata,4.219507705176107
"Sector 1, Noida",200.0,50.0,3.6,36.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Noida,4.864452783918174
"FTI College, Law College Road, Pune",150.0,50.0,4.1,77.0,45 minutes,1,1,0,0,greater_equal_4,3,0,0,1,Pune,5.754792395563946
Majestic,150.0,50.0,3.5,30.0,45 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,4.653960350157523
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.6,171.0,45 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,6.422597401964724
"Panjetan Colony, Malakpet, Hyderabad",100.0,50.0,3.3,7.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,3.139832617527748
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"Sector 3, Marathalli",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Bengaluru,0.0
"Raja Bazar, Kolkata",100.0,50.0,3.6,31.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Kolkata,4.71492104994721
"Mico Layout, Stage 2, BTM Layout,Bangalore",250.0,50.0,3.9,134.0,30 minutes,1,1,1,0,3_to_3.9,3,0,0,0,Bengaluru,6.258816353086512
"D-Block, Sector 63, Noida",200.0,50.0,3.3,8.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Noida,3.2733640101522705
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,4.2,233.0,45 minutes,1,1,0,0,greater_equal_4,1,2,0,0,Bengaluru,6.886122978855023
"Dockyard Road, Mumbai CST Area",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Mumbai,0.0
"Sandhurst Road, Mumbai CST Area",150.0,50.0,3.4,63.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Mumbai,5.366910158013648
Delhi Cantt.,100.0,50.0,1.0,1.0,65 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
"Babarpur, New Delhi, Delhi",150.0,50.0,3.3,13.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,3.758871825933971
"Jaya Nagar, Saidabad, Hyderabad",100.0,50.0,3.3,25.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Hyderabad,4.412798293340635
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,2.8,115.0,65 minutes,1,1,0,0,less_3,0,1,1,0,Bengaluru,5.7745515455444085
"D-Block, Sector 63, Noida",200.0,50.0,4.0,479.0,45 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Noida,7.557994958530806
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250.0,50.0,3.0,8.0,30 minutes,1,1,1,0,3_to_3.9,0,1,0,0,Gurgaon,3.1780538303479458
"FTI College, Law College Road, Pune",200.0,50.0,2.6,57.0,45 minutes,1,1,0,0,less_3,4,2,0,0,Pune,4.998562712861987
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.3,5.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,2.803360380906535
Delhi University-GTB Nagar,100.0,50.0,3.9,166.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,6.472964341492144
"Dockyard Road, Mumbai CST Area",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Mumbai,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.9,196.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Bengaluru,6.639091212366118
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,1,0,Bengaluru,0.0
"Noorkhan Bazaar, Malakpet, Hyderabad",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Hyderabad,0.0
"MG Road, Pune",600.0,50.0,4.6,1472.0,30 minutes,1,1,1,0,greater_equal_4,1,1,3,0,Pune,8.82043360278387
Mumbai Central,200.0,50.0,3.0,4.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,1,Mumbai,2.4849066497880004
"Sector 14, Noida",150.0,50.0,3.6,21.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,4.3254562831854875
Mumbai Central,200.0,50.0,3.5,22.0,45 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Mumbai,4.343805421853684
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,3.6,117.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Gurgaon,6.04310778025982
"MG Road, Pune",250.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,0,3,0,0,Pune,0.0
"Sector 14, Noida",300.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,0,2,0,0,Noida,0.0
"Jaya Nagar, Saidabad, Hyderabad",150.0,50.0,3.9,66.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Hyderabad,5.5506312951620265
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,99.0,4.0,23.0,30 minutes,1,1,0,1,greater_equal_4,1,0,0,0,Bengaluru,4.5217885770490405
"MG Road, Pune",300.0,50.0,3.2,8.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Pune,3.242592351485517
"Panjetan Colony, Malakpet, Hyderabad",100.0,50.0,3.7,19.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Hyderabad,4.252771798816619
Mumbai Central,150.0,50.0,3.5,85.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,5.695414224985685
Delhi University-GTB Nagar,300.0,50.0,4.2,2214.0,65 minutes,1,1,1,0,greater_equal_4,2,1,1,0,Delhi,9.137640638557905
"Sector 1, Noida",150.0,50.0,3.7,71.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,5.571012696691494
Delhi University-GTB Nagar,300.0,50.0,4.3,230.0,30 minutes,1,1,1,0,greater_equal_4,0,1,1,0,Delhi,6.8966943316227125
"Sandhurst Road, Mumbai CST Area",100.0,50.0,3.5,50.0,45 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,5.1647859739235145
Delhi Cantt.,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
"Sandhurst Road, Mumbai CST Area",200.0,99.0,3.4,92.0,45 minutes,1,1,0,1,3_to_3.9,0,1,2,0,Mumbai,5.745564008671156
"Sector 1, Noida",250.0,50.0,3.7,519.0,30 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Noida,7.560236702816067
"Delhi Administration Flats, Timarpur",200.0,50.0,3.8,234.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Delhi,6.7903221820900415
"Hyderabad Public School, Begumpet",100.0,50.0,3.9,588.0,45 minutes,1,1,0,0,3_to_3.9,4,0,0,1,Hyderabad,7.737703501034227
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,4.2,1285.0,45 minutes,1,1,0,0,greater_equal_4,1,3,1,0,Bengaluru,8.593598522618644
"Raja Bazar, Kolkata",150.0,50.0,2.9,9.0,30 minutes,1,1,0,0,less_3,0,3,0,0,Kolkata,3.261935314328648
"Chandni Chowk, Kolkata",100.0,50.0,3.1,57.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Kolkata,5.174453379325651
"Sector 14, Noida",200.0,50.0,3.6,60.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Noida,5.375278407684165
"Sector 14, Noida",150.0,50.0,3.6,24.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,4.45898767581001
"Raja Bazar, Kolkata",350.0,99.0,4.0,533.0,45 minutes,1,1,1,1,greater_equal_4,1,3,0,0,Kolkata,7.664815785285735
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.9,102.0,65 minutes,1,1,0,0,3_to_3.9,0,0,2,0,Bengaluru,5.985949366419872
"Delhi High Court, India Gate",200.0,99.0,3.6,60.0,45 minutes,1,1,0,1,3_to_3.9,1,0,0,1,Delhi,5.375278407684165
"MG Road, Pune",150.0,99.0,3.1,5.0,30 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Pune,2.740840023925201
Delhi University-GTB Nagar,200.0,50.0,3.4,11.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,3.6216707044204863
"Delhi High Court, India Gate",100.0,50.0,3.1,7.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,3.077312260546414
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Bengaluru,0.0
"Rmz Centennial, I Gate, Whitefield",400.0,50.0,3.9,43.0,30 minutes,1,1,1,0,3_to_3.9,0,0,2,0,Bengaluru,5.122176668829163
Delhi Cantt.,200.0,50.0,3.1,9.0,65 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Delhi,3.32862668882732
"D-Block, Sector 63, Noida",100.0,50.0,3.9,213.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,6.722268718845026
"Babarpur, New Delhi, Delhi",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Delhi,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,3.3,24.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,4.37197629882038
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.4,13.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Bengaluru,3.7887247890836524
"D-Block, Sector 63, Noida",200.0,0.0,3.4,11.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,3.6216707044204863
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.5,30.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,4.653960350157523
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Gurgaon,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,3.3,11.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Delhi,3.591817741270805
"Sector 1, Noida",250.0,50.0,3.9,814.0,65 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Noida,8.06293691913814
"Yerawada, Pune, Maharashtra",200.0,50.0,3.2,74.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Pune,5.46721590300985
Majestic,200.0,50.0,4.1,100.0,30 minutes,1,1,0,0,greater_equal_4,5,2,0,0,Bengaluru,6.016157159698353
"Sector 1, Noida",200.0,99.0,2.8,15.0,30 minutes,1,1,0,1,less_3,0,2,1,0,Noida,3.7376696182833684
"Jaya Nagar, Saidabad, Hyderabad",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Hyderabad,0.0
"Sector 3, Marathalli",100.0,50.0,3.0,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,2.4849066497880004
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.9,111.0,20 minutes,1,1,0,0,3_to_3.9,4,0,0,0,Bengaluru,6.070506754447935
"Dockyard Road, Mumbai CST Area",100.0,50.0,3.6,36.0,45 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,4.864452783918174
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.5,5.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,2.8622008809294686
"Dockyard Road, Mumbai CST Area",100.0,50.0,3.4,12.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,3.708682081410116
"Rmz Centennial, I Gate, Whitefield",1000.0,50.0,4.5,201.0,30 minutes,1,1,1,0,greater_equal_4,0,0,2,0,Bengaluru,6.8073823048353495
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,1,0,Noida,0.0
"Sector 3, Marathalli",150.0,50.0,3.4,13.0,30 minutes,1,1,0,0,3_to_3.9,0,4,0,0,Bengaluru,3.7887247890836524
"D-Block, Sector 63, Noida",150.0,50.0,3.1,14.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,3.770459441106359
"Chandni Chowk, Kolkata",100.0,50.0,3.5,182.0,65 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Kolkata,6.456769655572163
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.6,376.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Bengaluru,7.455645446884944
"Sector 14, Noida",100.0,50.0,3.8,182.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,6.539007753809136
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.3,136.0,65 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Bengaluru,6.371269908435568
"Delhi Administration Flats, Timarpur",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Delhi,0.0
Mumbai Central,200.0,50.0,3.6,35.0,30 minutes,1,1,0,0,3_to_3.9,0,1,2,0,Mumbai,4.836281906951478
"Moulali, Kolkata",350.0,99.0,3.5,36.0,45 minutes,1,1,1,1,3_to_3.9,0,0,3,0,Kolkata,4.836281906951478
"Delhi High Court, India Gate",250.0,50.0,4.3,159.0,30 minutes,1,1,1,0,greater_equal_4,2,0,1,0,Delhi,6.5275192249197485
"Raja Bazar, Kolkata",450.0,50.0,4.2,3083.0,45 minutes,1,1,1,0,greater_equal_4,0,0,3,0,Kolkata,9.468742953175473
"Sector 1, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
Pune University,150.0,50.0,3.6,45.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,5.087596335232384
"D-Block, Sector 63, Noida",150.0,50.0,3.7,44.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,5.09252245356844
Majestic,600.0,50.0,3.8,101.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Bengaluru,5.950121583573599
"D-Block, Sector 63, Noida",100.0,99.0,3.2,145.0,65 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Noida,6.139884552226255
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,99.0,2.7,27.0,30 minutes,1,1,0,1,less_3,2,1,1,0,Gurgaon,4.289088639014612
"Tiretti, Kolkata",100.0,50.0,3.7,34.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Kolkata,4.8346933442663405
"Hyderabad Public School, Begumpet",350.0,50.0,3.5,273.0,30 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Hyderabad,6.862234763680328
"Sector 14, Noida",150.0,50.0,3.3,16.0,65 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,3.966511190712216
"FTI College, Law College Road, Pune",100.0,50.0,3.6,12.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,3.765840495250065
Delhi Cantt.,300.0,50.0,3.5,160.0,30 minutes,1,1,1,0,3_to_3.9,0,1,1,0,Delhi,6.327936783729195
"Sector 14, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,1,Noida,0.0
"Sector 1, Noida",200.0,50.0,2.9,280.0,45 minutes,1,1,0,0,less_3,0,3,0,0,Noida,6.699500340161678
"Raja Bazar, Kolkata",50.0,99.0,1.0,1.0,30 minutes,0,0,0,1,less_3,2,0,0,0,Kolkata,0.0
Mumbai Central,150.0,50.0,3.3,6.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,2.9856819377004893
"Delhi High Court, India Gate",250.0,99.0,3.7,48.0,65 minutes,1,1,1,1,3_to_3.9,3,0,0,1,Delhi,5.17953383055807
Majestic,150.0,50.0,2.9,7.0,30 minutes,1,1,0,0,less_3,0,0,1,0,Bengaluru,3.0106208860477417
